Tarih_x,Saat_x,Rüzgar,Güneş,Tarih_Saat,Tarih_y,Saat_y,PTF,Toplam_Uretim
2025-01-01 00:00:00,00:00,13.13,0.0,2025-01-01 00:00:00,2025-01-01 00:00:00,00:00,2494.0,32663.63
2025-01-01 01:00:00,01:00,5.79,0.0,2025-01-01 01:00:00,2025-01-01 01:00:00,01:00,1799.98,31147.31
2025-01-01 02:00:00,02:00,2.06,0.0,2025-01-01 02:00:00,2025-01-01 02:00:00,02:00,1692.99,29622.41
2025-01-01 03:00:00,03:00,0.14,0.0,2025-01-01 03:00:00,2025-01-01 03:00:00,03:00,2244.99,28440.66
2025-01-01 04:00:00,04:00,0.0,0.0,2025-01-01 04:00:00,2025-01-01 04:00:00,04:00,2400.01,27968.13
2025-01-01 05:00:00,05:00,0.0,0.0,2025-01-01 05:00:00,2025-01-01 05:00:00,05:00,2680.0,27831.32
2025-01-01 06:00:00,06:00,0.0,0.0,2025-01-01 06:00:00,2025-01-01 06:00:00,06:00,2989.99,28108.41
2025-01-01 07:00:00,07:00,0.0,0.0,2025-01-01 07:00:00,2025-01-01 07:00:00,07:00,2979.99,28558.86
2025-01-01 08:00:00,08:00,0.0,0.0,2025-01-01 08:00:00,2025-01-01 08:00:00,08:00,3000.0,28071.6
2025-01-01 09:00:00,09:00,0.09,0.0,2025-01-01 09:00:00,2025-01-01 09:00:00,09:00,2600.01,26394.42
2025-01-01 10:00:00,10:00,0.74,0.0,2025-01-01 10:00:00,2025-01-01 10:00:00,10:00,1350.0,24996.37
2025-01-01 11:00:00,11:00,2.28,0.0,2025-01-01 11:00:00,2025-01-01 11:00:00,11:00,1799.98,24405.35
2025-01-01 12:00:00,12:00,3.45,0.0,2025-01-01 12:00:00,2025-01-01 12:00:00,12:00,1000.0,24125.78
2025-01-01 13:00:00,13:00,7.19,0.0,2025-01-01 13:00:00,2025-01-01 13:00:00,13:00,1512.63,24481.23
2025-01-01 14:00:00,14:00,7.34,0.0,2025-01-01 14:00:00,2025-01-01 14:00:00,14:00,2005.01,25720.29
2025-01-01 15:00:00,15:00,6.22,0.0,2025-01-01 15:00:00,2025-01-01 15:00:00,15:00,2283.04,28468.4
2025-01-01 16:00:00,16:00,4.12,0.0,2025-01-01 16:00:00,2025-01-01 16:00:00,16:00,3000.0,33180.39
2025-01-01 17:00:00,17:00,0.92,0.0,2025-01-01 17:00:00,2025-01-01 17:00:00,17:00,3000.0,37967.71
2025-01-01 18:00:00,18:00,0.0,0.0,2025-01-01 18:00:00,2025-01-01 18:00:00,18:00,3000.0,39965.09
2025-01-01 19:00:00,19:00,0.0,0.0,2025-01-01 19:00:00,2025-01-01 19:00:00,19:00,3000.0,39563.54
2025-01-01 20:00:00,20:00,0.0,0.0,2025-01-01 20:00:00,2025-01-01 20:00:00,20:00,3000.0,38864.23
2025-01-01 21:00:00,21:00,0.0,0.0,2025-01-01 21:00:00,2025-01-01 21:00:00,21:00,3000.0,38022.74
2025-01-01 22:00:00,22:00,0.0,0.0,2025-01-01 22:00:00,2025-01-01 22:00:00,22:00,2399.99,36870.01
2025-01-01 23:00:00,23:00,5.42,0.0,2025-01-01 23:00:00,2025-01-01 23:00:00,23:00,2274.0,35335.33
2025-01-02 00:00:00,00:00,15.14,0.0,2025-01-02 00:00:00,2025-01-02 00:00:00,00:00,2634.45,33539.11
2025-01-02 01:00:00,01:00,12.0,0.0,2025-01-02 01:00:00,2025-01-02 01:00:00,01:00,2583.43,31750.96
2025-01-02 02:00:00,02:00,16.26,0.0,2025-01-02 02:00:00,2025-01-02 02:00:00,02:00,2144.99,30537.37
2025-01-02 03:00:00,03:00,17.39,0.0,2025-01-02 03:00:00,2025-01-02 03:00:00,03:00,2112.78,30001.24
2025-01-02 04:00:00,04:00,22.62,0.0,2025-01-02 04:00:00,2025-01-02 04:00:00,04:00,1799.98,29976.57
2025-01-02 05:00:00,05:00,26.24,0.0,2025-01-02 05:00:00,2025-01-02 05:00:00,05:00,1889.99,30325.9
2025-01-02 06:00:00,06:00,33.35,0.0,2025-01-02 06:00:00,2025-01-02 06:00:00,06:00,2482.22,31769.72
2025-01-02 07:00:00,07:00,37.1,0.0,2025-01-02 07:00:00,2025-01-02 07:00:00,07:00,2900.01,35340.97
2025-01-02 08:00:00,08:00,37.47,0.0,2025-01-02 08:00:00,2025-01-02 08:00:00,08:00,3000.0,40790.56
2025-01-02 09:00:00,09:00,39.21,0.0,2025-01-02 09:00:00,2025-01-02 09:00:00,09:00,3000.0,41072.25
2025-01-02 10:00:00,10:00,34.92,0.0,2025-01-02 10:00:00,2025-01-02 10:00:00,10:00,2594.58,38689.63
2025-01-02 11:00:00,11:00,32.86,0.0,2025-01-02 11:00:00,2025-01-02 11:00:00,11:00,2505.65,37022.14
2025-01-02 12:00:00,12:00,29.91,0.0,2025-01-02 12:00:00,2025-01-02 12:00:00,12:00,1999.99,34459.2
2025-01-02 13:00:00,13:00,26.84,0.0,2025-01-02 13:00:00,2025-01-02 13:00:00,13:00,2112.78,34833.74
2025-01-02 14:00:00,14:00,24.21,0.0,2025-01-02 14:00:00,2025-01-02 14:00:00,14:00,2594.0,36746.9
2025-01-02 15:00:00,15:00,32.56,0.0,2025-01-02 15:00:00,2025-01-02 15:00:00,15:00,2728.85,38919.93
2025-01-02 16:00:00,16:00,38.79,0.0,2025-01-02 16:00:00,2025-01-02 16:00:00,16:00,3000.0,43199.06
2025-01-02 17:00:00,17:00,60.54,0.0,2025-01-02 17:00:00,2025-01-02 17:00:00,17:00,3000.0,46660.51
2025-01-02 18:00:00,18:00,49.81,0.0,2025-01-02 18:00:00,2025-01-02 18:00:00,18:00,3000.0,46158.95
2025-01-02 19:00:00,19:00,41.39,0.0,2025-01-02 19:00:00,2025-01-02 19:00:00,19:00,2949.99,44962.96
2025-01-02 20:00:00,20:00,48.61,0.0,2025-01-02 20:00:00,2025-01-02 20:00:00,20:00,2777.77,43481.54
2025-01-02 21:00:00,21:00,54.12,0.0,2025-01-02 21:00:00,2025-01-02 21:00:00,21:00,2749.8,42383.97
2025-01-02 22:00:00,22:00,64.96,0.0,2025-01-02 22:00:00,2025-01-02 22:00:00,22:00,2266.73,40859.55
2025-01-02 23:00:00,23:00,57.29,0.0,2025-01-02 23:00:00,2025-01-02 23:00:00,23:00,2294.0,38865.26
2025-01-03 00:00:00,00:00,50.05,0.0,2025-01-03 00:00:00,2025-01-03 00:00:00,00:00,2706.39,36373.12
2025-01-03 01:00:00,01:00,53.23,0.0,2025-01-03 01:00:00,2025-01-03 01:00:00,01:00,2549.98,34437.12
2025-01-03 02:00:00,02:00,73.66,0.0,2025-01-03 02:00:00,2025-01-03 02:00:00,02:00,2400.0,33068.92
2025-01-03 03:00:00,03:00,73.42,0.0,2025-01-03 03:00:00,2025-01-03 03:00:00,03:00,1923.11,32197.56
2025-01-03 04:00:00,04:00,70.9,0.0,2025-01-03 04:00:00,2025-01-03 04:00:00,04:00,1799.98,32096.36
2025-01-03 05:00:00,05:00,67.39,0.0,2025-01-03 05:00:00,2025-01-03 05:00:00,05:00,1957.64,32442.54
2025-01-03 06:00:00,06:00,60.63,0.0,2025-01-03 06:00:00,2025-01-03 06:00:00,06:00,2200.01,33644.09
2025-01-03 07:00:00,07:00,74.21,0.0,2025-01-03 07:00:00,2025-01-03 07:00:00,07:00,2524.99,36885.32
2025-01-03 08:00:00,08:00,77.38,0.0,2025-01-03 08:00:00,2025-01-03 08:00:00,08:00,3000.0,41756.29
2025-01-03 09:00:00,09:00,80.17,0.0,2025-01-03 09:00:00,2025-01-03 09:00:00,09:00,3000.0,42404.92
2025-01-03 10:00:00,10:00,74.75,0.0,2025-01-03 10:00:00,2025-01-03 10:00:00,10:00,2584.0,40707.74
2025-01-03 11:00:00,11:00,68.44,0.0,2025-01-03 11:00:00,2025-01-03 11:00:00,11:00,2507.15,39329.64
2025-01-03 12:00:00,12:00,96.08,0.0,2025-01-03 12:00:00,2025-01-03 12:00:00,12:00,1424.1,36083.57
2025-01-03 13:00:00,13:00,103.68,0.0,2025-01-03 13:00:00,2025-01-03 13:00:00,13:00,1424.1,35044.88
2025-01-03 14:00:00,14:00,103.86,0.0,2025-01-03 14:00:00,2025-01-03 14:00:00,14:00,2384.0,38056.4
2025-01-03 15:00:00,15:00,101.31,0.0,2025-01-03 15:00:00,2025-01-03 15:00:00,15:00,2080.0,40243.23
2025-01-03 16:00:00,16:00,97.23,0.0,2025-01-03 16:00:00,2025-01-03 16:00:00,16:00,2853.85,43714.42
2025-01-03 17:00:00,17:00,93.04,0.0,2025-01-03 17:00:00,2025-01-03 17:00:00,17:00,2998.1,46332.1
2025-01-03 18:00:00,18:00,96.33,0.0,2025-01-03 18:00:00,2025-01-03 18:00:00,18:00,2980.0,45794.5
2025-01-03 19:00:00,19:00,97.21,0.0,2025-01-03 19:00:00,2025-01-03 19:00:00,19:00,2777.78,44537.56
2025-01-03 20:00:00,20:00,95.96,0.0,2025-01-03 20:00:00,2025-01-03 20:00:00,20:00,2499.98,43328.71
2025-01-03 21:00:00,21:00,93.03,0.0,2025-01-03 21:00:00,2025-01-03 21:00:00,21:00,2326.99,42002.51
2025-01-03 22:00:00,22:00,100.06,0.0,2025-01-03 22:00:00,2025-01-03 22:00:00,22:00,2153.64,40755.02
2025-01-03 23:00:00,23:00,102.02,0.0,2025-01-03 23:00:00,2025-01-03 23:00:00,23:00,2100.0,39003.93
2025-01-04 00:00:00,00:00,100.85,0.0,2025-01-04 00:00:00,2025-01-04 00:00:00,00:00,2680.01,36640.38
2025-01-04 01:00:00,01:00,95.55,0.0,2025-01-04 01:00:00,2025-01-04 01:00:00,01:00,2473.99,34697.76
2025-01-04 02:00:00,02:00,97.0,0.0,2025-01-04 02:00:00,2025-01-04 02:00:00,02:00,2244.99,33206.75
2025-01-04 03:00:00,03:00,92.98,0.0,2025-01-04 03:00:00,2025-01-04 03:00:00,03:00,1999.98,32293.42
2025-01-04 04:00:00,04:00,79.25,0.0,2025-01-04 04:00:00,2025-01-04 04:00:00,04:00,1799.98,31988.23
2025-01-04 05:00:00,05:00,79.74,0.0,2025-01-04 05:00:00,2025-01-04 05:00:00,05:00,2139.99,32138.87
2025-01-04 06:00:00,06:00,65.85,0.0,2025-01-04 06:00:00,2025-01-04 06:00:00,06:00,2488.89,32629.32
2025-01-04 07:00:00,07:00,43.82,0.0,2025-01-04 07:00:00,2025-01-04 07:00:00,07:00,2207.99,33882.58
2025-01-04 08:00:00,08:00,52.28,0.0,2025-01-04 08:00:00,2025-01-04 08:00:00,08:00,2945.99,36525.03
2025-01-04 09:00:00,09:00,51.76,0.0,2025-01-04 09:00:00,2025-01-04 09:00:00,09:00,2949.48,38283.73
2025-01-04 10:00:00,10:00,42.39,0.0,2025-01-04 10:00:00,2025-01-04 10:00:00,10:00,2500.01,38672.5
2025-01-04 11:00:00,11:00,27.56,0.0,2025-01-04 11:00:00,2025-01-04 11:00:00,11:00,2215.01,38482.82
2025-01-04 12:00:00,12:00,17.37,0.0,2025-01-04 12:00:00,2025-01-04 12:00:00,12:00,2208.0,37243.33
2025-01-04 13:00:00,13:00,9.18,0.0,2025-01-04 13:00:00,2025-01-04 13:00:00,13:00,2334.01,38126.4
2025-01-04 14:00:00,14:00,10.03,0.0,2025-01-04 14:00:00,2025-01-04 14:00:00,14:00,2692.32,39605.05
2025-01-04 15:00:00,15:00,0.99,0.0,2025-01-04 15:00:00,2025-01-04 15:00:00,15:00,2253.59,40873.39
2025-01-04 16:00:00,16:00,4.97,0.0,2025-01-04 16:00:00,2025-01-04 16:00:00,16:00,2990.0,42479.14
2025-01-04 17:00:00,17:00,77.08,0.0,2025-01-04 17:00:00,2025-01-04 17:00:00,17:00,3000.0,44336.03
2025-01-04 18:00:00,18:00,100.19,0.0,2025-01-04 18:00:00,2025-01-04 18:00:00,18:00,3000.0,44897.27
2025-01-04 19:00:00,19:00,98.26,0.0,2025-01-04 19:00:00,2025-01-04 19:00:00,19:00,2989.99,43700.31
2025-01-04 20:00:00,20:00,100.62,0.0,2025-01-04 20:00:00,2025-01-04 20:00:00,20:00,2600.0,42421.91
2025-01-04 21:00:00,21:00,99.37,0.0,2025-01-04 21:00:00,2025-01-04 21:00:00,21:00,2700.01,41261.98
2025-01-04 22:00:00,22:00,97.92,0.0,2025-01-04 22:00:00,2025-01-04 22:00:00,22:00,2256.27,39965.58
2025-01-04 23:00:00,23:00,97.84,0.0,2025-01-04 23:00:00,2025-01-04 23:00:00,23:00,2297.01,38104.13
2025-01-05 00:00:00,00:00,90.58,0.0,2025-01-05 00:00:00,2025-01-05 00:00:00,00:00,2500.0,35743.97
2025-01-05 01:00:00,01:00,79.15,0.0,2025-01-05 01:00:00,2025-01-05 01:00:00,01:00,2076.99,33605.85
2025-01-05 02:00:00,02:00,62.7,0.0,2025-01-05 02:00:00,2025-01-05 02:00:00,02:00,2444.22,32011.81
2025-01-05 03:00:00,03:00,63.84,0.0,2025-01-05 03:00:00,2025-01-05 03:00:00,03:00,2300.01,30753.08
2025-01-05 04:00:00,04:00,46.93,0.0,2025-01-05 04:00:00,2025-01-05 04:00:00,04:00,2227.01,30420.19
2025-01-05 05:00:00,05:00,34.84,0.0,2025-01-05 05:00:00,2025-01-05 05:00:00,05:00,2274.01,30239.32
2025-01-05 06:00:00,06:00,30.62,0.0,2025-01-05 06:00:00,2025-01-05 06:00:00,06:00,2374.01,30599.85
2025-01-05 07:00:00,07:00,21.04,0.0,2025-01-05 07:00:00,2025-01-05 07:00:00,07:00,2407.99,30674.89
2025-01-05 08:00:00,08:00,11.27,0.0,2025-01-05 08:00:00,2025-01-05 08:00:00,08:00,2080.0,30600.86
2025-01-05 09:00:00,09:00,4.33,0.0,2025-01-05 09:00:00,2025-01-05 09:00:00,09:00,2080.0,31510.4
2025-01-05 10:00:00,10:00,0.83,0.0,2025-01-05 10:00:00,2025-01-05 10:00:00,10:00,2666.9,32217.28
2025-01-05 11:00:00,11:00,0.63,0.0,2025-01-05 11:00:00,2025-01-05 11:00:00,11:00,2670.0,32534.0
2025-01-05 12:00:00,12:00,1.93,0.0,2025-01-05 12:00:00,2025-01-05 12:00:00,12:00,2670.0,32117.59
2025-01-05 13:00:00,13:00,0.52,0.0,2025-01-05 13:00:00,2025-01-05 13:00:00,13:00,2674.01,32371.17
2025-01-05 14:00:00,14:00,0.56,0.0,2025-01-05 14:00:00,2025-01-05 14:00:00,14:00,2488.89,33389.99
2025-01-05 15:00:00,15:00,0.1,0.0,2025-01-05 15:00:00,2025-01-05 15:00:00,15:00,2207.99,34852.28
2025-01-05 16:00:00,16:00,5.64,0.0,2025-01-05 16:00:00,2025-01-05 16:00:00,16:00,2488.32,36563.91
2025-01-05 17:00:00,17:00,10.43,0.0,2025-01-05 17:00:00,2025-01-05 17:00:00,17:00,2989.99,39388.05
2025-01-05 18:00:00,18:00,5.88,0.0,2025-01-05 18:00:00,2025-01-05 18:00:00,18:00,2988.0,41315.64
2025-01-05 19:00:00,19:00,1.41,0.0,2025-01-05 19:00:00,2025-01-05 19:00:00,19:00,2950.01,41095.18
2025-01-05 20:00:00,20:00,0.0,0.0,2025-01-05 20:00:00,2025-01-05 20:00:00,20:00,2777.78,40220.19
2025-01-05 21:00:00,21:00,0.0,0.0,2025-01-05 21:00:00,2025-01-05 21:00:00,21:00,2799.99,39271.86
2025-01-05 22:00:00,22:00,0.0,0.0,2025-01-05 22:00:00,2025-01-05 22:00:00,22:00,2449.98,38091.4
2025-01-05 23:00:00,23:00,0.0,0.0,2025-01-05 23:00:00,2025-01-05 23:00:00,23:00,2474.01,36453.43
2025-01-06 00:00:00,00:00,0.0,0.0,2025-01-06 00:00:00,2025-01-06 00:00:00,00:00,2726.67,34445.21
2025-01-06 01:00:00,01:00,0.69,0.0,2025-01-06 01:00:00,2025-01-06 01:00:00,01:00,2420.99,32321.92
2025-01-06 02:00:00,02:00,2.4,0.0,2025-01-06 02:00:00,2025-01-06 02:00:00,02:00,2157.0,31100.68
2025-01-06 03:00:00,03:00,0.87,0.0,2025-01-06 03:00:00,2025-01-06 03:00:00,03:00,2071.01,30275.17
2025-01-06 04:00:00,04:00,0.11,0.0,2025-01-06 04:00:00,2025-01-06 04:00:00,04:00,2071.01,30122.92
2025-01-06 05:00:00,05:00,0.82,0.0,2025-01-06 05:00:00,2025-01-06 05:00:00,05:00,2071.0,30476.59
2025-01-06 06:00:00,06:00,4.88,0.0,2025-01-06 06:00:00,2025-01-06 06:00:00,06:00,2478.97,32299.21
2025-01-06 07:00:00,07:00,12.48,0.0,2025-01-06 07:00:00,2025-01-06 07:00:00,07:00,2771.78,36032.74
2025-01-06 08:00:00,08:00,25.72,0.0,2025-01-06 08:00:00,2025-01-06 08:00:00,08:00,3000.0,42342.1
2025-01-06 09:00:00,09:00,28.63,0.0,2025-01-06 09:00:00,2025-01-06 09:00:00,09:00,3000.0,44392.05
2025-01-06 10:00:00,10:00,25.3,0.0,2025-01-06 10:00:00,2025-01-06 10:00:00,10:00,2990.0,42926.2
2025-01-06 11:00:00,11:00,15.52,0.0,2025-01-06 11:00:00,2025-01-06 11:00:00,11:00,2825.0,41001.74
2025-01-06 12:00:00,12:00,12.19,0.0,2025-01-06 12:00:00,2025-01-06 12:00:00,12:00,2319.88,37466.66
2025-01-06 13:00:00,13:00,11.32,0.0,2025-01-06 13:00:00,2025-01-06 13:00:00,13:00,2219.69,37133.5
2025-01-06 14:00:00,14:00,10.73,0.0,2025-01-06 14:00:00,2025-01-06 14:00:00,14:00,2275.0,38228.87
2025-01-06 15:00:00,15:00,8.48,0.0,2025-01-06 15:00:00,2025-01-06 15:00:00,15:00,2771.78,40014.71
2025-01-06 16:00:00,16:00,5.0,0.0,2025-01-06 16:00:00,2025-01-06 16:00:00,16:00,3000.0,43553.05
2025-01-06 17:00:00,17:00,1.47,0.0,2025-01-06 17:00:00,2025-01-06 17:00:00,17:00,3000.0,46991.14
2025-01-06 18:00:00,18:00,0.0,0.0,2025-01-06 18:00:00,2025-01-06 18:00:00,18:00,3000.0,46848.78
2025-01-06 19:00:00,19:00,0.0,0.0,2025-01-06 19:00:00,2025-01-06 19:00:00,19:00,2999.98,45594.6
2025-01-06 20:00:00,20:00,3.05,0.0,2025-01-06 20:00:00,2025-01-06 20:00:00,20:00,2775.36,44413.16
2025-01-06 21:00:00,21:00,8.06,0.0,2025-01-06 21:00:00,2025-01-06 21:00:00,21:00,2929.0,43160.55
2025-01-06 22:00:00,22:00,16.51,0.0,2025-01-06 22:00:00,2025-01-06 22:00:00,22:00,2449.98,41770.9
2025-01-06 23:00:00,23:00,23.75,0.0,2025-01-06 23:00:00,2025-01-06 23:00:00,23:00,2139.99,39698.53
2025-01-07 00:00:00,00:00,22.69,0.0,2025-01-07 00:00:00,2025-01-07 00:00:00,00:00,2500.0,37329.15
2025-01-07 01:00:00,01:00,33.17,0.0,2025-01-07 01:00:00,2025-01-07 01:00:00,01:00,2424.99,35376.18
2025-01-07 02:00:00,02:00,38.93,0.0,2025-01-07 02:00:00,2025-01-07 02:00:00,02:00,2200.0,33983.78
2025-01-07 03:00:00,03:00,43.02,0.0,2025-01-07 03:00:00,2025-01-07 03:00:00,03:00,2229.0,33283.08
2025-01-07 04:00:00,04:00,53.28,0.0,2025-01-07 04:00:00,2025-01-07 04:00:00,04:00,2139.98,33017.45
2025-01-07 05:00:00,05:00,54.72,0.0,2025-01-07 05:00:00,2025-01-07 05:00:00,05:00,2229.01,33350.03
2025-01-07 06:00:00,06:00,68.78,0.0,2025-01-07 06:00:00,2025-01-07 06:00:00,06:00,2493.49,34842.91
2025-01-07 07:00:00,07:00,70.65,0.0,2025-01-07 07:00:00,2025-01-07 07:00:00,07:00,2500.85,37992.34
2025-01-07 08:00:00,08:00,75.54,0.0,2025-01-07 08:00:00,2025-01-07 08:00:00,08:00,3000.0,43111.15
2025-01-07 09:00:00,09:00,79.41,0.0,2025-01-07 09:00:00,2025-01-07 09:00:00,09:00,2999.99,43263.57
2025-01-07 10:00:00,10:00,78.83,0.0,2025-01-07 10:00:00,2025-01-07 10:00:00,10:00,2500.01,41160.89
2025-01-07 11:00:00,11:00,79.0,0.0,2025-01-07 11:00:00,2025-01-07 11:00:00,11:00,2326.92,39602.14
2025-01-07 12:00:00,12:00,82.76,0.0,2025-01-07 12:00:00,2025-01-07 12:00:00,12:00,1799.97,36519.93
2025-01-07 13:00:00,13:00,88.46,0.0,2025-01-07 13:00:00,2025-01-07 13:00:00,13:00,1799.98,36727.57
2025-01-07 14:00:00,14:00,99.39,0.0,2025-01-07 14:00:00,2025-01-07 14:00:00,14:00,2500.01,38076.2
2025-01-07 15:00:00,15:00,103.5,0.0,2025-01-07 15:00:00,2025-01-07 15:00:00,15:00,2326.99,40239.29
2025-01-07 16:00:00,16:00,98.53,0.0,2025-01-07 16:00:00,2025-01-07 16:00:00,16:00,2902.67,43664.95
2025-01-07 17:00:00,17:00,93.8,0.0,2025-01-07 17:00:00,2025-01-07 17:00:00,17:00,2995.99,46856.3
2025-01-07 18:00:00,18:00,79.56,0.0,2025-01-07 18:00:00,2025-01-07 18:00:00,18:00,2988.0,46711.84
2025-01-07 19:00:00,19:00,89.11,0.0,2025-01-07 19:00:00,2025-01-07 19:00:00,19:00,2788.38,45326.98
2025-01-07 20:00:00,20:00,87.88,0.0,2025-01-07 20:00:00,2025-01-07 20:00:00,20:00,2200.0,44306.97
2025-01-07 21:00:00,21:00,78.41,0.0,2025-01-07 21:00:00,2025-01-07 21:00:00,21:00,2499.99,43203.39
2025-01-07 22:00:00,22:00,92.12,0.0,2025-01-07 22:00:00,2025-01-07 22:00:00,22:00,2318.38,41546.38
2025-01-07 23:00:00,23:00,96.71,0.0,2025-01-07 23:00:00,2025-01-07 23:00:00,23:00,2229.01,39590.87
2025-01-08 00:00:00,00:00,99.27,0.0,2025-01-08 00:00:00,2025-01-08 00:00:00,00:00,2650.0,36731.62
2025-01-08 01:00:00,01:00,90.93,0.0,2025-01-08 01:00:00,2025-01-08 01:00:00,01:00,2309.81,35143.15
2025-01-08 02:00:00,02:00,95.91,0.0,2025-01-08 02:00:00,2025-01-08 02:00:00,02:00,2296.31,33745.63
2025-01-08 03:00:00,03:00,100.94,0.0,2025-01-08 03:00:00,2025-01-08 03:00:00,03:00,1957.64,33080.21
2025-01-08 04:00:00,04:00,90.04,0.0,2025-01-08 04:00:00,2025-01-08 04:00:00,04:00,1999.98,32793.18
2025-01-08 05:00:00,05:00,81.87,0.0,2025-01-08 05:00:00,2025-01-08 05:00:00,05:00,2061.0,33121.72
2025-01-08 06:00:00,06:00,66.62,0.0,2025-01-08 06:00:00,2025-01-08 06:00:00,06:00,2425.0,34580.18
2025-01-08 07:00:00,07:00,62.82,0.0,2025-01-08 07:00:00,2025-01-08 07:00:00,07:00,2424.99,37747.57
2025-01-08 08:00:00,08:00,65.88,0.0,2025-01-08 08:00:00,2025-01-08 08:00:00,08:00,3000.0,42572.95
2025-01-08 09:00:00,09:00,62.55,0.0,2025-01-08 09:00:00,2025-01-08 09:00:00,09:00,3000.0,43391.58
2025-01-08 10:00:00,10:00,63.67,0.0,2025-01-08 10:00:00,2025-01-08 10:00:00,10:00,2788.39,41711.4
2025-01-08 11:00:00,11:00,57.4,0.0,2025-01-08 11:00:00,2025-01-08 11:00:00,11:00,2417.22,40136.27
2025-01-08 12:00:00,12:00,64.76,0.0,2025-01-08 12:00:00,2025-01-08 12:00:00,12:00,1849.99,35947.0
2025-01-08 13:00:00,13:00,64.76,0.0,2025-01-08 13:00:00,2025-01-08 13:00:00,13:00,2025.99,35875.83
2025-01-08 14:00:00,14:00,68.36,0.0,2025-01-08 14:00:00,2025-01-08 14:00:00,14:00,2149.46,37385.56
2025-01-08 15:00:00,15:00,46.91,0.0,2025-01-08 15:00:00,2025-01-08 15:00:00,15:00,2068.38,40901.59
2025-01-08 16:00:00,16:00,44.09,0.0,2025-01-08 16:00:00,2025-01-08 16:00:00,16:00,2906.84,43531.92
2025-01-08 17:00:00,17:00,53.32,0.0,2025-01-08 17:00:00,2025-01-08 17:00:00,17:00,3000.0,46472.1
2025-01-08 18:00:00,18:00,48.79,0.0,2025-01-08 18:00:00,2025-01-08 18:00:00,18:00,2990.0,46678.65
2025-01-08 19:00:00,19:00,22.27,0.0,2025-01-08 19:00:00,2025-01-08 19:00:00,19:00,2987.0,45379.79
2025-01-08 20:00:00,20:00,13.14,0.0,2025-01-08 20:00:00,2025-01-08 20:00:00,20:00,2788.39,44424.19
2025-01-08 21:00:00,21:00,14.2,0.0,2025-01-08 21:00:00,2025-01-08 21:00:00,21:00,2949.99,43298.23
2025-01-08 22:00:00,22:00,18.28,0.0,2025-01-08 22:00:00,2025-01-08 22:00:00,22:00,2500.01,41771.77
2025-01-08 23:00:00,23:00,35.52,0.0,2025-01-08 23:00:00,2025-01-08 23:00:00,23:00,2503.29,39758.97
2025-01-09 00:00:00,00:00,44.08,0.0,2025-01-09 00:00:00,2025-01-09 00:00:00,00:00,2534.08,37294.95
2025-01-09 01:00:00,01:00,44.67,0.0,2025-01-09 01:00:00,2025-01-09 01:00:00,01:00,2300.01,35314.81
2025-01-09 02:00:00,02:00,24.78,0.0,2025-01-09 02:00:00,2025-01-09 02:00:00,02:00,2063.38,34065.59
2025-01-09 03:00:00,03:00,15.86,0.0,2025-01-09 03:00:00,2025-01-09 03:00:00,03:00,2140.0,33181.98
2025-01-09 04:00:00,04:00,32.33,0.0,2025-01-09 04:00:00,2025-01-09 04:00:00,04:00,2140.0,32912.0
2025-01-09 05:00:00,05:00,28.47,0.0,2025-01-09 05:00:00,2025-01-09 05:00:00,05:00,2249.99,33356.44
2025-01-09 06:00:00,06:00,22.89,0.0,2025-01-09 06:00:00,2025-01-09 06:00:00,06:00,2623.0,34749.05
2025-01-09 07:00:00,07:00,20.13,0.0,2025-01-09 07:00:00,2025-01-09 07:00:00,07:00,2888.39,37968.76
2025-01-09 08:00:00,08:00,11.79,0.0,2025-01-09 08:00:00,2025-01-09 08:00:00,08:00,3000.0,42783.45
2025-01-09 09:00:00,09:00,5.9,0.0,2025-01-09 09:00:00,2025-01-09 09:00:00,09:00,3000.0,42780.09
2025-01-09 10:00:00,10:00,8.03,0.0,2025-01-09 10:00:00,2025-01-09 10:00:00,10:00,2888.38,40550.43
2025-01-09 11:00:00,11:00,9.61,0.0,2025-01-09 11:00:00,2025-01-09 11:00:00,11:00,2547.62,37841.5
2025-01-09 12:00:00,12:00,9.54,0.0,2025-01-09 12:00:00,2025-01-09 12:00:00,12:00,1799.98,35433.12
2025-01-09 13:00:00,13:00,10.06,0.0,2025-01-09 13:00:00,2025-01-09 13:00:00,13:00,1800.01,35514.5
2025-01-09 14:00:00,14:00,11.95,0.0,2025-01-09 14:00:00,2025-01-09 14:00:00,14:00,2174.99,36903.88
2025-01-09 15:00:00,15:00,8.59,0.0,2025-01-09 15:00:00,2025-01-09 15:00:00,15:00,2500.01,38954.5
2025-01-09 16:00:00,16:00,7.25,0.0,2025-01-09 16:00:00,2025-01-09 16:00:00,16:00,3000.0,42410.25
2025-01-09 17:00:00,17:00,3.72,0.0,2025-01-09 17:00:00,2025-01-09 17:00:00,17:00,3000.0,45812.99
2025-01-09 18:00:00,18:00,8.96,0.0,2025-01-09 18:00:00,2025-01-09 18:00:00,18:00,3000.0,46188.73
2025-01-09 19:00:00,19:00,11.21,0.0,2025-01-09 19:00:00,2025-01-09 19:00:00,19:00,3000.0,45299.85
2025-01-09 20:00:00,20:00,11.62,0.0,2025-01-09 20:00:00,2025-01-09 20:00:00,20:00,2989.99,44284.69
2025-01-09 21:00:00,21:00,6.6,0.0,2025-01-09 21:00:00,2025-01-09 21:00:00,21:00,2950.01,43095.7
